"","Category_code","COG","Annotation","Category"
"3485","S","COG3949","Uncharacterized membrane protein YkvI","Function unknown"
"3486","S","COG5508","Uncharacterized protein","Function unknown"
"3487","S","COG1479","Uncharacterized conserved protein, contains ParB-like and HNH nuclease domains","Function unknown"
"3488","S","COG3821","Uncharacterized membrane protein","Function unknown"
"3489","S","COG5514","Uncharacterized protein","Function unknown"
"3490","S","COG4394","Uncharacterized protein","Function unknown"
"3491","S","COG5393","Uncharacterized membrane protein YqjE","Function unknown"
"3492","S","COG3575","Uncharacterized protein","Function unknown"
"3493","S","COG4984","Uncharacterized membrane protein","Function unknown"
"3494","S","COG4731","Uncharacterized conserved protein, DUF2147 family","Function unknown"
"3495","S","COG5397","Uncharacterized protein","Function unknown"
"3496","S","COG4066","Uncharacterized protein, UPF0305 family","Function unknown"
"3497","S","COG3662","Uncharacterized conserved protein, DUF2236 family","Function unknown"
"3498","S","COG4306","Uncharacterized protein","Function unknown"
"3499","S","COG4906","Uncharacterized membrane protein","Function unknown"
"3500","S","COG3877","Uncharacterized protein","Function unknown"
"3501","S","COG3748","Uncharacterized membrane protein","Function unknown"
"3502","S","COG4420","Uncharacterized membrane protein","Function unknown"
"3503","S","COG2958","Uncharacterized protein","Function unknown"
"3504","S","COG3586","Predicted transport protein","Function unknown"
"3505","S","COG4273","Uncharacterized protein, contains metal-binding DGC domain","Function unknown"
"3506","S","COG4274","Uncharacterized protein, contains GYD domain","Function unknown"
"3507","S","COG4275","Uncharacterized protein","Function unknown"
"3508","S","COG5532","Uncharacterized conserved protein YfdQ, DUF2303 family","Function unknown"
"3509","S","COG3339","Uncharacterized membrane protein YkvA, DUF1232 family","Function unknown"
"3510","S","COG5125","Uncharacterized conserved protein ","Function unknown"
"3511","S","COG4878","Uncharacterized protein","Function unknown"
"3512","S","COG1504","Uncharacterized protein","Function unknown"
"3513","S","COG3595","Uncharacterized conserved protein YvlB, contains  DUF4097 and DUF4098 domains","Function unknown"
"3514","S","COG4125","Uncharacterized membrane protein","Function unknown"
"3515","S","COG3098","Uncharacterized conserved protein YqcC, DUF446 family","Function unknown"
"3516","S","COG1507","Uncharacterized protein","Function unknown"
"3517","S","COG5418","Predicted secreted protein","Function unknown"
"3518","S","COG3350","Uncharacterized conserved protein, YHS domain","Function unknown"
"3519","S","COG5135","Uncharacterized protein","Function unknown"
"3520","S","COG5420","Uncharacterized protein","Function unknown"
"3521","S","COG4289","Uncharacterized protein","Function unknown"
"3522","S","COG2006","Uncharacterized conserved protein, DUF362 family","Function unknown"
"3523","S","COG2427","Uncharacterized conserved protein YjgD, DUF1641 family","Function unknown"
"3524","S","COG2979","Uncharacterized membrane protein YebE, DUF533 family","Function unknown"
"3525","S","COG2431","Uncharacterized membrane protein YbjE, DUF340 family","Function unknown"
"3526","S","COG3735","Uncharacterized conserved protein YbaP, TraB family","Function unknown"
"3527","S","COG3358","Uncharacterized conserved protein, DUF1684 family","Function unknown"
"3528","S","COG5430","Spore coat protein U (SCPU) domain, function unknown","Function unknown"
"3529","S","COG3737","Uncharacterized conserved protein, contains Mth938-like domain","Function unknown"
"3530","S","COG2259","Uncharacterized membrane protein YphA, DoxX/SURF4 family","Function unknown"
"3531","S","COG4645","Uncharacterized protein","Function unknown"
"3532","S","COG1895","Uncharacterized protein, contains HEPN domain, UPF0332 family","Function unknown"
"3533","S","COG5435","Uncharacterized protein","Function unknown"
"3534","S","COG2990","Uncharacterized protein VirK/YbjX","Function unknown"
"3535","S","COG4648","Uncharacterized membrane protein","Function unknown"
"3536","S","COG5438","Uncharacterized membrane protein","Function unknown"
"3537","S","COG4902","Uncharacterized protein","Function unknown"
"3538","S","COG5339","Uncharacterized conserved protein YdgA, DUF945 family","Function unknown"
"3539","S","COG4544","Uncharacterized conserved protein","Function unknown"
"3540","S","COG4070","Uncharacterized protein, methanogenesis marker protein 3, UPF0288 family","Function unknown"
"3541","S","COG5202","Predicted membrane protein ","Function unknown"
"3542","S","COG5564","Predicted TIM-barrel enzyme","Function unknown"
"3543","S","COG4907","Uncharacterized membrane protein","Function unknown"
"3544","S","COG2028","Uncharacterized protein","Function unknown"
"3545","S","COG3377","Uncharacterized protein YunC, DUF1805 family","Function unknown"
"3546","S","COG3002","Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family","Function unknown"
"3547","S","COG3755","Uncharacterized conserved protein YecT, DUF1311 family","Function unknown"
"3548","S","COG1666","Uncharacterized conserved protein YajQ, UPF0234 family","Function unknown"
"3549","S","COG1667","Uncharacterized protein","Function unknown"
"3550","S","COG3756","Uncharacterized conserved protein YdaU, DUF1376 family","Function unknown"
"3551","S","COG3132","Uncharacterized conserved protein YceH, UPF0502 family","Function unknown"
"3552","S","COG2308","Uncharacterized conserved protein, circularly permuted ATPgrasp superfamily","Function unknown"
"3553","S","COG1915","Uncharacterized conserved protein, contains Saccharopine dehydrogenase N-terminal (SDHN) domain","Function unknown"
"3554","S","COG1916","Pheromone shutdown protein TraB, contains GTxH motif (function unknown)","Function unknown"
"3555","S","COG1547","Predicted metal-dependent hydrolase","Function unknown"
"3556","S","COG1548","Uncharacterized protein, hydantoinase/oxoprolinase family","Function unknown"
"3557","S","COG2314","Uncharacterized membrane protein YozV, TM2 domain","Function unknown"
"3558","S","COG3766","Uncharacterized membrane protein YjfL, UPF0719 family","Function unknown"
"3559","S","COG3644","Uncharacterized protein","Function unknown"
"3560","S","COG3768","Uncharacterized membrane protein YcjF, UPF0283 family","Function unknown"
"3561","S","COG4803","Uncharacterized membrane protein","Function unknown"
"3562","S","COG4050","Uncharacterized protein","Function unknown"
"3563","S","COG3395","Uncharacterized conserved protein YgbK, DUF1537 family","Function unknown"
"3564","S","COG4196","Uncharacterized conserved protein, DUF2126 family","Function unknown"
"3565","S","COG4681","Uncharacterized conserved protein YaeQ, suppresses RfaH defect","Function unknown"
"3566","S","COG3273","Uncharacterized conserved protein, contains PhoU and TrkA_C domains","Function unknown"
"3567","S","COG3399","Uncharacterized protein","Function unknown"
"3568","S","COG2324","Uncharacterized membrane protein","Function unknown"
"3569","S","COG3528","Uncharacterized protein","Function unknown"
"3570","S","COG5594","Uncharacterized integral membrane protein ","Function unknown"
"3571","S","COG3779","Uncharacterized conserved protein YegJ, DUF2314 family","Function unknown"
"3572","S","COG1935","Uncharacterized protein","Function unknown"
"3573","S","COG2707","Uncharacterized membrane protein, DUF441 family","Function unknown"
"3574","S","COG4340","Uncharacterized protein","Function unknown"
"3575","S","COG3913","Uncharacterized protein","Function unknown"
"3576","S","COG3535","Uncharacterized conserved protein, DUF917 family","Function unknown"
"3577","S","COG5479","Uncharacterized conserved protein, contains LGFP repeats","Function unknown"
"3578","S","COG2456","Uncharacterized protein","Function unknown"
"3579","S","COG3246","Uncharacterized conserved protein, DUF849 family","Function unknown"
"3580","S","COG5646","Uncharacterized conserved protein YdhG, YjbR/CyaY-like superfamily, DUF1801 family","Function unknown"
"3581","S","COG4272","Uncharacterized membrane protein","Function unknown"
"3582","S","COG4071","Uncharacterized protein, related to F420-0:gamma-glutamyl ligase","Function unknown"
"3583","S","COG4699","Uncharacterized protein","Function unknown"
"3584","S","COG3924","Uncharacterized membrane protein YhdT","Function unknown"
"3585","S","COG4357","Uncharacterized protein, contains Zn-finger domain of CHY type","Function unknown"
"3586","S","COG3544","Uncharacterized conserved protein, DUF305 family","Function unknown"
"3587","S","COG1950","Uncharacterized membrane protein YvlD, DUF360 family","Function unknown"
"3588","S","COG4077","Uncharacterized protein","Function unknown"
"3589","S","COG3171","Uncharacterized conserved protein YggL, DUF469 family","Function unknown"
"3590","S","COG5612","Uncharacterized membrane protein","Function unknown"
"3591","S","COG4365","Uncharacterized protein YllA, UPF0747 family","Function unknown"
"3592","S","COG5493","Uncharacterized protein","Function unknown"
"3593","S","COG5085","Predicted membrane protein ","Function unknown"
"3594","S","COG3803","Uncharacterized conserved protein, DUF924 family","Function unknown"
"3595","S","COG4711","Uncharacterized membrane protein","Function unknown"
"3596","S","COG5619","Uncharacterized protein","Function unknown"
"3597","S","COG5373","Uncharacterized membrane protein","Function unknown"
"3598","S","COG3059","Uncharacterized membrane protein YkgB","Function unknown"
"3599","S","COG2363","Uncharacterized membrane protein YgdD, TMEM256/DUF423 family","Function unknown"
"3600","S","COG3184","Uncharacterized protein","Function unknown"
"3601","S","COG3811","Uncharacterized protein YjhX, UPF0386 family","Function unknown"
"3602","S","COG5505","Uncharacterized membrane protein","Function unknown"
"3603","S","COG3689","Uncharacterized membrane protein YcgQ,  UPF0703/DUF1980 family","Function unknown"
"3604","S","COG3814","Uncharacterized protein","Function unknown"
"3605","S","COG3815","Uncharacterized membrane protein","Function unknown"
"3606","S","COG3691","Uncharacterized conserved protein YfcZ, UPF0381/DUF406 family","Function unknown"
"3607","S","COG3189","Uncharacterized conserved protein YeaO, DUF488 family","Function unknown"
"3608","S","COG4253","Uncharacterized conserved protein, DUF2345 family","Function unknown"
"3609","S","COG1849","Uncharacterized protein","Function unknown"
"3610","S","COG1357","Uncharacterized protein YjbI, contains pentapeptide repeats","Function unknown"
"3611","S","COG3698","Uncharacterized protein YigE, DUF2233 family","Function unknown"
"3612","S","COG1852","Uncharacterized protein","Function unknown"
"3613","S","COG4983","Uncharacterized protein, contains Primase-polymerase (Primpol) domain","Function unknown"
"3614","S","COG3825","Uncharacterized conserved protein,  contains von Willebrand factor type A (vWA) domain","Function unknown"
"3615","S","COG3198","Uncharacterized protein","Function unknown"
"3616","S","COG5638","Uncharacterized protein","Function unknown"
"3617","S","COG2380","Uncharacterized protein","Function unknown"
"3618","S","COG3787","Uncharacterized conserved protein YhbP, UPF0306 family","Function unknown"
"3619","S","COG3410","Uncharacterized protein, DUF2075 family","Function unknown"
"3620","S","COG1531","Uncharacterized protein, UPF0248 family","Function unknown"
"3621","S","COG3374","Uncharacterized membrane protein","Function unknown"
"3622","S","COG3583","Uncharacterized conserved protein YabE, contains G5 and tandem DUF348 domains","Function unknown"
"3623","S","COG3837","Uncharacterized conserved protein, cupin superfamily","Function unknown"
"3624","S","COG4270","Uncharacterized membrane protein","Function unknown"
"3625","S","COG4269","Uncharacterized membrane protein YjgN, DUF898 family","Function unknown"
"3626","S","COG5650","Uncharacterized membrane protein","Function unknown"
"3627","S","COG1745","Uncharacterized protein","Function unknown"
"3628","S","COG3212","Uncharacterized membrane protein YkoI","Function unknown"
"3629","S","COG4874","Uncharacterized protein","Function unknown"
"3630","S","COG4746","Uncharacterized protein","Function unknown"
"3631","S","COG4875","Uncharacterized protein","Function unknown"
"3632","S","COG1255","Uncharacterized protein, UPF0146 family","Function unknown"
"3633","S","COG4278","Uncharacterized protein","Function unknown"
"3634","S","COG4280","Uncharacterized membrane protein","Function unknown"
"3635","S","COG3472","Uncharacterized protein","Function unknown"
"3636","S","COG4754","Uncharacterized protein","Function unknown"
"3637","S","COG4755","Uncharacterized protein","Function unknown"
"3638","S","COG5134","Uncharacterized conserved protein ","Function unknown"
"3639","S","COG3100","Uncharacterized conserved protein YcgL, UPF0745 family","Function unknown"
"3640","S","COG4884","Uncharacterized conserved protein YfeS, contains WGR domain","Function unknown"
"3641","S","COG3477","Uncharacterized membrane protein YagU, involved in acid resistance, DUF1440 family","Function unknown"
"3642","S","COG4760","Uncharacterized membrane protein, YccA/Bax inhibitor family","Function unknown"
"3643","S","COG3603","Uncharacterized protein","Function unknown"
"3644","S","COG4887","Uncharacterized metal-binding protein conserved in archaea","Function unknown"
"3645","S","COG5547","Uncharacterized membrane protein","Function unknown"
"3646","S","COG1888","Uncharacterized protein","Function unknown"
"3647","S","COG2430","Uncharacterized protein","Function unknown"
"3648","S","COG3861","Stress response protein YsnF (function unknown)","Function unknown"
"3649","S","COG4893","Uncharacterized protein","Function unknown"
"3650","S","COG4295","Uncharacterized protein","Function unknown"
"3651","S","COG3487","Uncharacterized iron-regulated protein","Function unknown"
"3652","S","COG4017","Uncharacterized protein","Function unknown"
"3653","S","COG4298","Uncharacterized protein","Function unknown"
"3654","S","COG0762","Uncharacterized conserved protein YggT, Ycf19 family","Function unknown"
"3655","S","COG0392","Uncharacterized membrane protein YbhN, UPF0104 family","Function unknown"
"3656","S","COG3492","Uncharacterized protein","Function unknown"
"3657","S","COG3870","Uncharacterized protein YaaQ","Function unknown"
"3658","S","COG4304","Uncharacterized protein","Function unknown"
"3659","S","COG1284","Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains","Function unknown"
"3660","S","COG3788","Uncharacterized membrane protein YecN, MAPEG domain","Function unknown"
"3661","S","COG4697","Uncharacterized protein","Function unknown"
"3662","S","COG5563","Uncharacterized membrane protein","Function unknown"
"3663","S","COG3749","Uncharacterized conserved protein, DUF934 family","Function unknown"
"3664","S","COG3876","Uncharacterized conserved protein YbbC, DUF1343 family","Function unknown"
"3665","S","COG2149","Uncharacterized membrane protein YidH, DUF202 family","Function unknown"
"3666","S","COG3126","Uncharacterized lipoprotein YbaY","Function unknown"
"3667","S","COG5567","Predicted small periplasmic lipoprotein YifL (function unknown0","Function unknown"
"3668","S","COG4313","Uncharacterized conserved protein","Function unknown"
"3669","S","COG4483","Uncharacterized protein YqgQ","Function unknown"
"3670","S","COG1790","Uncharacterized protein","Function unknown"
"3671","S","COG2034","Uncharacterized membrane protein","Function unknown"
"3672","S","COG3257","Uncharacterized protein, possibly involved in glyoxylate utilization","Function unknown"
"3673","S","COG5298","Uncharacterized protein YdaL","Function unknown"
"3674","S","COG5453","Uncharacterized protein","Function unknown"
"3675","S","COG4495","Uncharacterized protein","Function unknown"
"3676","S","COG5305","Uncharacterized membrane protein","Function unknown"
"3677","S","COG4323","Uncharacterized protein","Function unknown"
"3678","S","COG5579","Uncharacterized protein, DUF1810 family","Function unknown"
"3679","S","COG3894","Uncharacterized 2Fe-2 and 4Fe-4S clusters-containing protein, contains DUF4445 domain","Function unknown"
"3680","S","COG5460","Uncharacterized conserved protein, DUF2164 family","Function unknown"
"3681","S","COG5582","Uncharacterized protein YpiB, UPF0302 family","Function unknown"
"3682","S","COG2164","Uncharacterized protein","Function unknown"
"3683","S","COG4924","Uncharacterized protein","Function unknown"
"3684","S","COG4517","Uncharacterized protein","Function unknown"
"3685","S","COG5319","Uncharacterized protein","Function unknown"
"3686","S","COG4332","Uncharacterized protein","Function unknown"
"3687","S","COG2322","Uncharacterized membrane protein YozB, DUF420 family","Function unknown"
"3688","S","COG3904","Predicted periplasmic protein","Function unknown"
"3689","S","COG5589","Uncharacterized protein","Function unknown"
"3690","S","COG4684","Uncharacterized membrane protein","Function unknown"
"3691","S","COG5472","Predicted small integral membrane protein","Function unknown"
"3692","S","COG4815","Uncharacterized protein","Function unknown"
"3693","S","COG3656","Predicted periplasmic protein","Function unknown"
"3694","S","COG3782","Uncharacterized protein","Function unknown"
"3695","S","COG5331","Uncharacterized protein","Function unknown"
"3696","S","COG4538","Uncharacterized protein","Function unknown"
"3697","S","COG3915","Uncharacterized protein","Function unknown"
"3698","S","COG5195","Uncharacterized conserved protein ","Function unknown"
"3699","S","COG4541","Uncharacterized membrane protein","Function unknown"
"3700","S","COG1656","Uncharacterized conserved protein, contains PIN domain","Function unknown"
"3701","S","COG3205","Uncharacterized membrane protein","Function unknown"
"3702","S","COG5341","Uncharacterized protein","Function unknown"
"3703","S","COG3791","Uncharacterized conserved protein","Function unknown"
"3704","S","COG3921","Uncharacterized conserved protein","Function unknown"
"3705","S","COG4950","N-terminal domain of uncharacterized protein YciW (function unknown)","Function unknown"
"3706","S","COG5484","Uncharacterized protein YjcR","Function unknown"
"3707","S","COG4828","Uncharacterized membrane protein","Function unknown"
"3708","S","COG3169","Uncharacterized conserved protein, DUF486 family","Function unknown"
"3709","S","COG4704","Uncharacterized conserved protein, DUF2141 family","Function unknown"
"3710","S","COG5352","Uncharacterized protein","Function unknown"
"3711","S","COG4832","Uncharacterized protein","Function unknown"
"3712","S","COG5353","Uncharacterized protein YpmB","Function unknown"
"3713","S","COG3592","Uncharacterized Fe-S cluster protein YjdI","Function unknown"
"3714","S","COG5615","Uncharacterized membrane protein","Function unknown"
"3715","S","COG5617","Uncharacterized membrane protein","Function unknown"
"3716","S","COG4377","Uncharacterized membrane protein YhfC","Function unknown"
"3717","S","COG2359","Stage V sporulation protein SpoVS  (function unknown)","Function unknown"
"3718","S","COG4713","Uncharacterized membrane protein","Function unknown"
"3719","S","COG4380","Uncharacterized protein","Function unknown"
"3720","S","COG3556","Uncharacterized membrane protein","Function unknown"
"3721","S","COG5093","Uncharacterized conserved protein ","Function unknown"
"3722","S","COG1470","Uncharacterized membrane protein","Function unknown"
"3723","S","COG3813","Uncharacterized protein","Function unknown"
"3724","S","COG4719","Uncharacterized protein","Function unknown"
"3725","S","COG1721","Uncharacterized conserved protein, DUF58 family, contains vWF domain","Function unknown"
"3726","S","COG2090","Uncharacterized protein","Function unknown"
"3727","S","COG3314","Uncharacterized membrane protein YjiH, contains nucleoside recognition GATE domain","Function unknown"
"3728","S","COG5381","Uncharacterized protein","Function unknown"
"3729","S","COG3816","Uncharacterized protein","Function unknown"
"3730","S","COG4852","Uncharacterized membrane protein","Function unknown"
"3731","S","COG4255","Uncharacterized protein","Function unknown"
"3732","S","COG4728","Uncharacterized protein","Function unknown"
"3733","S","COG4856","Uncharacterized protein, YbbR domain","Function unknown"
"3734","S","COG3196","Uncharacterized protein CbrC, UPF0167 family","Function unknown"
"3735","S","COG5636","Uncharacterized conserved protein, contains Zn-ribbon-like motif ","Function unknown"
"3736","S","COG4729","Uncharacterized protein","Function unknown"
"3737","S","COG4859","Uncharacterized protein","Function unknown"
"3738","S","COG5237","Predicted membrane protein ","Function unknown"
"3739","S","COG4864","Uncharacterized protein YqfA, UPF0365 family","Function unknown"
"3740","S","COG4065","Uncharacterized protein","Function unknown"
"3741","S","COG3496","Uncharacterized conserved protein, DUF1365 family","Function unknown"
"3742","S","COG1615","Uncharacterized membrane protein, UPF0182 family","Function unknown"
"3743","S","COG4739","Uncharacterized protein, contains ferredoxin domain","Function unknown"
"3744","S","COG3461","Uncharacterized protein","Function unknown"
"3745","S","COG2108","Uncharacterized conserved protein related to pyruvate formate-lyase activating enzyme","Function unknown"
"3746","S","COG5649","Uncharacterized protein","Function unknown"
"3747","S","COG4868","Uncharacterized protein, UPF0371 family","Function unknown"
"3748","S","COG4743","Uncharacterized membrane protein","Function unknown"
"3749","S","COG3463","Uncharacterized membrane protein","Function unknown"
"3750","S","COG3465","Uncharacterized protein YwgA","Function unknown"
"3751","S","COG5652","VanZ like family protein (function unknown)","Function unknown"
"3752","S","COG5410","Uncharacterized protein","Function unknown"
"3753","S","COG1295","Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)","Function unknown"
"3754","S","COG3216","Uncharacterized conserved protein, DUF2062 family","Function unknown"
"3755","S","COG5254","Predicted membrane protein ","Function unknown"
"3756","S","COG2968","Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain","Function unknown"
"3757","S","COG2839","Uncharacterized conserved protein YqgC, DUF456 family","Function unknown"
"3758","S","COG1754","Uncharacterized C-terminal domain of topoisomerase IA","Function unknown"
"3759","S","COG2122","Uncharacterized protein, UPF0280 family, ApbE superfamily","Function unknown"
"3760","S","COG4883","Uncharacterized protein","Function unknown"
"3761","S","COG3726","Uncharacterized membrane protein affecting hemolysin expression","Function unknown"
"3762","S","COG2845","Uncharacterized protein","Function unknown"
"3763","S","COG4286","Uncharacterized protein, UPF0160 family","Function unknown"
"3764","S","COG4759","Uncharacterized protein","Function unknown"
"3765","S","COG3856","Small basic protein (function unknown)","Function unknown"
"3766","S","COG2426","Uncharacterized membrane protein","Function unknown"
"3767","S","COG4890","Predicted outer membrane lipoprotein","Function unknown"
"3768","S","COG4013","Uncharacterized protein","Function unknown"
"3769","S","COG4457","Uncharacterized protein","Function unknown"
"3770","S","COG5428","Uncharacterized protein YuzE","Function unknown"
"3771","S","COG4894","Uncharacterized protein YxjI","Function unknown"
"3772","S","COG4016","Uncharacterized protein, UPF0254 family","Function unknown"
"3773","S","COG4642","Uncharacterized conserved protein","Function unknown"
"3774","S","COG1399","Uncharacterized metal-binding protein YceD, DUF177 family","Function unknown"
"3775","S","COG3615","Uncharacterized protein/domain, possibly involved in tellurite resistance","Function unknown"
"3776","S","COG3238","Uncharacterized membrane protein YdcZ, DUF606 family","Function unknown"
"3777","S","COG2860","Uncharacterized membrane protein YeiH","Function unknown"
"3778","S","COG5276","Uncharacterized conserved protein","Function unknown"
"3779","S","COG3619","Uncharacterized membrane protein YoaK, UPF0700 family","Function unknown"
"3780","S","COG5477","Predicted small integral membrane protein","Function unknown"
"3781","S","COG2268","Uncharacterized membrane protein YqiK, contains Band7/PHB/SPFH domain","Function unknown"
"3782","S","COG4905","Uncharacterized membrane protein","Function unknown"
"3783","S","COG5282","Uncharacterized conserved protein, DUF2342 family","Function unknown"
"3784","S","COG5562","Uncharacterized conserved protein YbcV, DUF1398 family","Function unknown"
"3785","S","COG5441","Uncharacterized protein, UPF0261 family","Function unknown"
"3786","S","COG5075","Uncharacterized conserved protein ","Function unknown"
"3787","S","COG4031","Uncharacterized protein","Function unknown"
"3788","S","COG5291","Predicted membrane protein ","Function unknown"
"3789","S","COG4033","Uncharacterized protein","Function unknown"
"3790","S","COG3883","Uncharacterized N-terminal domain of peptidoglycan hydrolase CwlO","Function unknown"
"3791","S","COG4315","Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown)","Function unknown"
"3792","S","COG4034","Uncharacterized protein","Function unknown"
"3793","S","COG3930","Uncharacterized protein","Function unknown"
"3794","S","COG3008","Paraquat-inducible protein B","Function unknown"
"3795","S","COG2155","Uncharacterized membrane protein YuzA, DUF378 family","Function unknown"
"3796","S","COG5454","Predicted secreted protein","Function unknown"
"3797","S","COG4040","Uncharacterized membrane protein","Function unknown"
"3798","S","COG2311","Uncharacterized membrane protein YeiB","Function unknown"
"3799","S","COG3013","Uncharacterized protein YfbU, UPF0304 family","Function unknown"
"3800","S","COG4046","Uncharacterized protein","Function unknown"
"3801","S","COG5458","Uncharacterized protein","Function unknown"
"3802","S","COG4509","Uncharacterized protein","Function unknown"
"3803","S","COG4244","Uncharacterized membrane protein","Function unknown"
"3804","S","COG5177","Uncharacterized conserved protein ","Function unknown"
"3805","S","COG3019","Uncharacterized conserved protein","Function unknown"
"3806","S","COG3771","Uncharacterized membrane protein YciS, DUF1049 family","Function unknown"
"3807","S","COG4929","Uncharacterized membrane-anchored protein","Function unknown"
"3808","S","COG3148","Uncharacterized conserved protein YfiP, DTW domain","Function unknown"
"3809","S","COG3650","Uncharacterized membrane protein","Function unknown"
"3810","S","COG3651","Uncharacterized conserved protein, DUF2237 family","Function unknown"
"3811","S","COG3151","Uncharacterized protein YqiB, DUF1249 family","Function unknown"
"3812","S","COG4814","Uncharacterized protein with an alpha/beta hydrolase fold","Function unknown"
"3813","S","COG1810","Uncharacterized protein","Function unknown"
"3814","S","COG3908","Uncharacterized protein","Function unknown"
"3815","S","COG1811","Uncharacterized membrane protein YqgA, affects biofilm formation","Function unknown"
"3816","S","COG4688","Uncharacterized protein","Function unknown"
"3817","S","COG5106","Uncharacterized conserved protein ","Function unknown"
"3818","S","COG5338","Uncharacterized protein","Function unknown"
"3819","S","COG4944","Uncharacterized protein","Function unknown"
"3820","S","COG2823","Osmotically-inducible protein OsmY, contains BON domain","Function unknown"
"3821","S","COG5480","Uncharacterized membrane protein","Function unknown"
"3822","S","COG3832","Uncharacterized conserved protein YndB, AHSA1/START domain","Function unknown"
"3823","S","COG5481","Uncharacterized protein","Function unknown"
"3824","S","COG3665","Uncharacterized conserved protein YcgI, DUF1989 family","Function unknown"
"3825","S","COG5345","Uncharacterized protein","Function unknown"
"3826","S","COG5403","Uncharacterized protein","Function unknown"
"3827","S","COG4354","Uncharacterized protein, contains GBA2_N and DUF608 domains","Function unknown"
"3828","S","COG5604","Uncharacterized conserved protein ","Function unknown"
"3829","S","COG5607","CHAD domain (function unknown)","Function unknown"
"3830","S","COG3671","Uncharacterized membrane protein","Function unknown"
"3831","S","COG3797","Uncharacterized conserved protein, DUF1697 family","Function unknown"
"3832","S","COG3296","Uncharacterized conserved protein, Tic20 family","Function unknown"
"3833","S","COG4873","Uncharacterized protein YkvS","Function unknown"
"3834","S","COG4479","Uncharacterized protein YozE, UPF0346 family","Function unknown"
"3835","S","COG2966","Uncharacterized membrane protein YjjP, DUF1212 family","Function unknown"
"3836","S","COG3801","Uncharacterized protein","Function unknown"
"3837","S","COG3304","Uncharacterized membrane protein YccF, DUF307 family","Function unknown"
"3838","S","COG4840","Uncharacterized protein YfkK, UPF0435 family","Function unknown"
"3839","S","COG5216","Uncharacterized conserved protein ","Function unknown"
"3840","S","COG2926","Uncharacterized conserved protein YeeX, DUF496 family","Function unknown"
"3841","S","COG4714","Uncharacterized membrane-anchored protein","Function unknown"
"3842","S","COG4843","Uncharacterized protein YebE, UPF0316 family","Function unknown"
"3843","S","COG3222","Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family","Function unknown"
"3844","S","COG0586","Uncharacterized membrane protein DedA, SNARE-associated domain","Function unknown"
"3845","S","COG3310","Uncharacterized protein","Function unknown"
"3846","S","COG5504","Uncharacterized protein YjaZ","Function unknown"
"3847","S","COG4093","Uncharacterized protein","Function unknown"
"3848","S","COG5626","Uncharacterized protein","Function unknown"
"3849","S","COG4847","Uncharacterized protein","Function unknown"
"3850","S","COG3564","Uncharacterized conserved protein, DUF779 family","Function unknown"
"3851","S","COG3068","Uncharacterized protein YjaG, DUF416 family","Function unknown"
"3852","S","COG4854","Uncharacterized membrane protein","Function unknown"
"3853","S","COG1728","Uncharacterized protein YaaR, TM1646/DUF327 family","Function unknown"
"3854","S","COG5389","Uncharacterized protein","Function unknown"
"3855","S","COG5388","Uncharacterized protein","Function unknown"
"3856","S","COG4102","Uncharacterized conserved protein, DUF1501 family","Function unknown"
"3857","S","COG3365","Uncharacterized protein","Function unknown"
"3858","S","COG5513","Predicted secreted protein","Function unknown"
"3859","S","COG5637","Uncharacterized membrane protein","Function unknown"
"3860","S","COG5556","Uncharacterized protein","Function unknown"
"3861","S","COG3533","Uncharacterized conserved protein, DUF1680 family","Function unknown"
"3862","S","COG1655","Uncharacterized protein, DUF2225 family","Function unknown"
"3863","S","COG3081","Nucleoid-associated protein YejK (function unknown)","Function unknown"
"3864","S","COG4866","Uncharacterized protein","Function unknown"
"3865","S","COG3332","Uncharacterized conserved protein, contains NRDE domain","Function unknown"
"3866","S","COG3369","Uncharacterized protein, contains Zn-finger domain of CDGSH type","Function unknown"
"3867","S","COG4994","Uncharacterized protein","Function unknown"
"3868","S","COG3584","3D (Asp-Asp-Asp) domain","Function unknown"
"3869","S","COG5644","U3 small nucleolar RNA-associated protein 14","Function unknown"
"3870","S","COG2959","Uncharacterized conserved protein HemX (no evidence of involvement in heme biosynthesis)","Function unknown"
"3871","S","COG3589","Uncharacterized protein","Function unknown"
"3872","S","COG2237","Uncharacterized membrane protein","Function unknown"
"3873","S","COG5449","Uncharacterized protein","Function unknown"
"3874","S","COG4954","Uncharacterized protein","Function unknown"
"3875","S","COG5166","Uncharacterized conserved protein ","Function unknown"
"3876","S","COG5413","Uncharacterized integral membrane protein","Function unknown"
"3877","S","COG4427","Uncharacterized protein","Function unknown"
"3878","S","COG2411","Uncharacterized protein","Function unknown"
"3879","S","COG5416","Uncharacterized integral membrane protein","Function unknown"
"3880","S","COG4628","Uncharacterized conserved protein, DUF2132 family","Function unknown"
"3881","S","COG5417","Uncharacterized ubiquitin-like protein YukD","Function unknown"
"3882","S","COG3099","Uncharacterized conserved protein YciU, UPF0263 family","Function unknown"
"3883","S","COG3641","Uncharacterized membrane protein (does not regulate perfringolysin O expression)","Function unknown"
